final_text,label,confidence
@martinbasudara kuliyah kpn yh dpt mbg #AdekCortis #CORTIS #코르티스,neutral,0.4455982453802461
Serius ! MBG banyak yg diwadahi kresek di kasihkan ayam ..yacck setidaknya bisa buat maklhuk hidup laennya ..yang bikin ngeri tuh ..apakah pak wowo tau kesempatan itu?untuk kehakikian manusia yang doyan duwit?,negative,0.4750671340144999
MBG buat SMAN 1 Cimarga dari Gubernur dan Wagub Banten,negative,0.5146676701302881
@rseocita Terus belajar dan praktek buat MBG makin top prinsip Prabowo,positive,0.4426643860594244
Kelakar Ricky Tamba saat menjelaskan rencana pembentukan tim siber turut menyuarakan komitmen kelompok relawan dalam menghadapi tekanan narasi negatif terhadap program Makan Bergizi Gratis (MBG). Selengkapnya di https://t.co/i1njX6F2RE https://t.co/jQBV8D0ilR,positive,0.47951560858325076
@karinyoo @hrdbacot Padahal ahli gizi lg banyak peluang di mbg. Bahkan baru banget lulus sudah dapat kesempatan itu.,positive,0.46572695810371484
@KompasTV Ga nolak pak cuma programnya di evaluasi lagi jangan pukul rata semua utamakan di daerah 3 T dorong sekolah agar memiliki dapur dan kantin sendiri utk mengelola MBG bukan dapur2 besar milik anggota DPR kader partai si coklat dan si ijo,negative,0.5681454203647953
@ifti_tahida Perubahan positif buat MBG semangatnya diambil dari Prabowo,positive,0.5182349113394042
Program MBG yang digagas Presiden Prabowo membuka harapan baru bagi anak-anak di pelosok negeri. Dengan gizi seimbang dan makanan bergizi masa depan bangsa tumbuh dari generasi yang kuat dan sehat. #LanjutkanMBG #BornOfStarlightHeeseung #LoveYourW2025 https://t.co/zo8miO9TUG,positive,0.6934592158742826
@ifti_tahida Dengan mutu MBG yang lebih baik semua jadi lebih mudah bareng PrabowoYuk bareng-bareng tingkatkan mutu MBG demi masa depan yang lebih baik Prabowo,positive,0.7560405336112254
Pak @prabowo tolong jgn di singgasana terus sekali kali turunlah kebawah https://t.co/7PWFoEg6Nu Download aplikasi https://t.co/f8LBF46ISF: https://t.co/BxJDjFv1j4,positive,0.43542734316799364
@neVerAl0nely___ Indonesia mikirin safety ? bekerja di pertambangan di kapal laut (life jacket komplit gag? apa sering dicek? ntar pada ngilang) jangan ngarep safetynya running well mikirin hygiene buat MBG aja gag becus https://t.co/ZUu1ZBnpOZ,negative,0.45287799070468165
Diduga Keracunan Makanan Program MBG Puluhan Pelajar SMP di Toba Masuk Rumah Sakit https://t.co/us9rOlwz9A,negative,0.5177919043562917
@kenhans03 Udah mah gaji sedikit ngurus pembagian MBG di sekolahan disuruh reparasi akhlak lagi. Menurutku sih klo udh ditahap fisik berarti ada indikasi siswa tsb melawan. Keliatan jg dari tampangnya sekolah maunya seenak dia,negative,0.5916481379031275
Lagi-lagi keracunan MBG..! Rabu 15 Oktober 2025 https://t.co/y6J6FpXyQu,negative,0.500019886540393
@xoxojakehoonie iya habis makan mbg kayak ngantuk ngefly gitu eh malemnya demam tinggi,negative,0.5708868625366227
@abu_waras Kecil kemungkinan karena pengeluaran apbn besar. Bunga utang mbg kemetrian baru. Dll,negative,0.485563137537284
Purbaya Respons Zulhas Sebut Anggaran MBG Tak Mungkin Dipangkas. Malah bagus kalau bisa (anggaran terserap) tapi kalau enggak bisa ngabisin uangnya gimana? Dianggurin saja? https://t.co/6fjXJEVYe0 https://t.co/lFLajtR0r6,negative,0.4276948672890737
mbg yang pas buat mapel hari ini sama-sama kenyanggg https://t.co/thYTcbC8Uh,positive,0.4613937948350554
MBG kacau: adain evaluasi kerahin buzzer ,negative,0.6372395559826914
@Autumntinted bawa cetakannya tp kalo main masak2an MBG aku egk bawa racunnya,negative,0.5058639030185953
Pemeriksaan gratis menjadi salah satu program Prabowo untuk meningkatkan kualitas hidup masyarakat Indonesia #gasssnow #mbg https://t.co/D2tgHxKSFv,positive,0.6893716844199445
@tempodotco Kita gk punya ahli gizi Bapak ? Atau Bapak yg pejam mata karena uang MBG tak kunjung habis ?,negative,0.5865293899183116
@TirtoID Coba anda makan MBG yang beracun deh. Batu ngomong kayak gitu,negative,0.483977725211963
Cerita Habiburokhman Usai Reses: Enggak Pernah Saya Temui Orang Tolak MBG Ini Bukan Omong Kosong... https://t.co/SaLnLtYlmc,negative,0.5116234884886236
Menu MBG Banten bukan kaleng kaleng. Rakyatnya bego Gubernurnya dongok @banten_pemprov https://t.co/5EiyKicw4t,negative,0.5806236028606897
@muchlis_ar @rizalhim2 Kan buat MBG duitnya soalnya rakyat ga makan infrastruktur,negative,0.6002536741177266
@rseocita Tingkat mutu MBG bisa bikin kita makin solid buktikan bareng Prabowo,positive,0.7491762900171166
berputar itu jadinya mubazir dong GW GAK SETUJU PKOKNYA MBG JIR WALAU KLAU BAHAS IDE ITU BAGUS. TAPI THIS ONE INDONESIA JIR NGAPAIN MOTONG ANGGARAN PENDIDIKAN DAN KESEHATAN YANG JELAS² FATAL BUAT PRPGRAM YANG BANYAK CACATNYA BIG NO AKAR MASALAH SOSIAL DI NEGARA INI BENERIN DLU,negative,0.5591417969663356
Nabila tidak takut untuk bermimpi tinggi. Karena semua impian bisa diwujudkan di Sekolah Rakyat #gasssnow #mbg https://t.co/3ZyZFxdCki,negative,0.5154204354720662
@katadochi Anila bakal nerima MBG ga bang?,negative,0.5978679844714021
Kepala BGN langsung angkat bicara dan memastikan evaluasi ketat dilakukan agar kejadian serupa tak terulang. ‍️ Pemerintah diminta memperketat pengawasan distribusi dan kebersihan pangan dalam program MBG demi keselamatan anak-anak. https://t.co/uMLHwCtoLz,positive,0.4744296170968916
Lagi-lagi insiden keracunan makanan bergizi gratis (MBG) terjadi. Puluhan siswa SMP Negeri 1 Cisarua Bandung Barat mengalami gejala mual dan muntah setelah menyantap menu MBG di sekolah. https://t.co/36cs1TsxKG,negative,0.5981076796668856
Siswa mengalami gejala mual muntah pusing nyeri ulu hati dan sesak nafas. Siswa yang keracunan masih dijemput dari rumah dan terus bertambah hingga Rabu malam. #Dikbud #AdadiKompas https://t.co/jPjlZK5Dsr,negative,0.5750016578889033
Siswa mengalami gejala mual muntah pusing nyeri ulu hati dan sesak nafas. Siswa yang keracunan masih dijemput dari rumah dan terus bertambah hingga Rabu malam. #Dikbud #AdadiKompas https://t.co/hKv3b6F9iU,negative,0.5750016578889033
@tvOneNews Anggap aja bahwa kita harus bisa instropeksi diri dan memperbaiki diri ada hal yg tidak kalah pentingnya yaitu Judol perampasan aset koruptor ponpres yg ambruk MBG Dana Haji dan yg lainnya..,negative,0.6611032399354952
@ferry_kdg Suami sialan ini mah suguhin MBG aja,negative,0.6519839095309758
@adhayuda @ARSIPAJA Masih banyak kok sekarang yg masih jual nasi bekal di harga 10rb. Itu jg rata-rata pake packing thinwall. Intinya kalau dana 10rb itu nyampe ke dapur dengan utuh mah pasti ga akan ada masalah apalagi porsi MBG kan kecil.,negative,0.6126876247348367
Kayak mbg dah semua kasus di bilang sedikit. Ledig ledig,negative,0.6264538643098845
@vctrkmng Lu gila yee (Ahok) masa MBG dibandingin sm paket Mekdi? ,negative,0.6086062792475228
@thisisntep @ARSIPAJA Eh kemarin ada berita di Tasik katanya harus kasih goceng buat penerima MBG pas di konfirmasi bilangnya seikhlasnya . Itu mah jatohnya sama aja kayak beli Bukan makan bergizi gratis,negative,0.6436328636527453
Rp 70 Trilyun dana MBG dibalikin ke Kemenkeu RI. Yg terserap Rp. 90 Trilyun. Wew!,negative,0.5134357148891032
@CakKhum padahal mah menting nkn aktifkan wapres biar gak habis anggaran mbg bisa 20rb tong 10rb teuing,negative,0.6265314176690925
Dengan terus dievaluasi MBG jadi solusi jangka panjang buat masalah gizi dan peluang kerja di sektor dapur SPPG #MBGJalanTerus https://t.co/dtbAto5x3f,positive,0.5475204402078064
@Biru_donkerz @si_umbi @ARSIPAJA Saya gatau ya sekarang gimana. Ini data yg di share rekan dapur MBG saat anggaran masih 15rb. Biaya operasional dapur MBG adalah Rp3.000 per porsi yang dialokasikan untuk biaya sehari-hari seperti listrik air gaji karyawan transportasi dan perawatan. puluhan juta rupiah.,neutral,0.4555637894955032
Belom kelar masalah keracunan timbul masalah baru lagi harga ayam makin mahal alasannya dapur mbg langsung ambil ayam ke peternak stok ayam peternak ke pedagang menipis #mbg,negative,0.47924054024170093
@jawafess Mbappe keracunan mbg,negative,0.5268639014114755
Perbaikan berkelanjutan MBG bikin pekerja dapur SPPG makin berdaya anak makin sehat masa depan cerah #MBGJalanTerus https://t.co/evoGs0MEH5,positive,0.6227810084742048
@rainxva EH?! dari mbg juga?,negative,0.4507275922394523
the real MBG. rakyat ngempani rakyat,negative,0.5943837764703419
Cemen banget dah. Tuh ribuan anak2 keracunan MBG mana ada yg lapor ke polisi. Lu digampar doang itu jg karena lu salah gaya2an pake bawa2 hukum. ,negative,0.601542549737454
Senin 13 Oktober 2025 pkwu ga belajar cuman ngasih info mbg anjay mbg b indo diskusi dan presentasi tentang resensi buku matlan sifat sifat turunan + selingan identitas turunan trigonometri fisika bahas listrik dinamis my coach datang. done ,negative,0.5629045125196126
@ARSIPAJA Fitnah MBG gimana? Jelas kan banyak korban keracunan setiap hari nya di tiap daerah sehari tembus ribuan korban,negative,0.6457939816997591
@jawafess MBG Mnya Mbappe,negative,0.5268639014114755
Saran saya untuk @banten_pemprov MBG di banten kasih tambahan sebatang Surya 16 pasti anak anak akan suka sekali abis makan sebat https://t.co/MbI4kCswTf,negative,0.5819943017401447
ini tuh datanya darimana sih? terjun langsung ke pasarnya gak? terus apakah data harga bahan pokok tsb hanya diambil satu tempat aja? kan mbg diharapkan dapat mencakup seluruh wilayah indonesia kalo datanya cuma dari satu tempat doang ya kurang efektif pak,negative,0.4966132194890935
Opaa️ https://t.co/RST8V1QfHM,negative,0.44188351273661747
kasus keracunan mbg dibilang cmn sekian persen kasus pelecehan seksual dibilang cuma sedikit di mata para mentri rakyat Indonesia ini emg bukan apa-apanya.,negative,0.4389049862577911
testing ads udah kek seporsi MBG,negative,0.44534345186088187
*CEO Promedia: Bersihkan Oknum Tukang Proyek MBG Jangan Rusak Warisan Besar Presiden Prabowo!* https://t.co/WXYDBNXm0x,negative,0.43492117810619363
anjirgegara mbg jadi mbege,positive,0.42031603285435065
@NarasiNewsroom Tolak aja tidak ada paksaan anak konsumsi MBG.,negative,0.6462449131605703
@ifti_tahida Peningkatan mutu MBG bukan tugas satu orang bareng Prabowo pasti bisa,positive,0.6299011915189723
Masyarakat berharap program ini dapat terus berlanjut untuk mendukung generasi sehat dan cerdas. #PemprovJateng #MBG #MakanBergiziGratis #JatengNgopeniNglakoni,positive,0.5956733979701845
Program Makan Bergizi Gratis (MBG) di Jawa Tengah terutama di SMPN 1 Jati Kudus memberikan dampak positif bagi siswa dan keluarga. Selain memastikan kebutuhan gizi anak tercukupi banyak siswa kini bisa menabung hingga Rp5.000 per hari dari uang saku yang tersisa. https://t.co/Wsg440LgKQ,negative,0.4423803137164834
@JukiHoki Nampan MBG.,neutral,0.4204438841112402
Puluhan Pelajar SMP Tumbang dan Dilarikan ke Puskemas Laguboti Diduga K3r4cun4n MBG... #enewsid #puskemaslaguboti #mbg #makananbergizigratis #keracunan https://t.co/jeUKxs8CIq,negative,0.5800383606036053
Curiga setelah pencopotan kepsek SMAN 1 Cimarga akibat menampar muridnya yang merokok pemprov Banten bakal menyediakan satu batang rokok di setiap menu MBG.,negative,0.5428920030664552
@ferizandra Ini jadi pengingat keras buat semua yang terlibat di MBG. Kalau pengelolaan lebih rapi insiden kayak gini pasti bisa dihindari. Programnya tetap layak didukung kok! #LanjutkanMBG,negative,0.42524511117454394
@yaniarsim @prabowo Kalau pak @prabowo teruskan proses mBG kek gini sy pikir sdh mubazir krn banyak para orang tua melarang anaknya bahkan suruh buang jatah MBG utk anaknya krn takut keracunan...,negative,0.47717930402210873
@LittleScrett_ Suami kayak begini disuguhin MBG aja ,negative,0.6016091797582331
sikat abis dukung MBG mantul https://t.co/aLVg35FTIc,positive,0.6093649512259519
@Neohphyte udh dikeluarin lagi mbg ny ,negative,0.45016353884384513
@ryeonseunggg @ARSIPAJA Ada lagi yg lebih murah dari itu. Kalau di saya untuk menu campuran daging giling misal perkedel dan cah sawi daging pakainya daging DMM. Itu cuma 32rb/kg. Intinya kalau dana 10rb itu nyampe ke dapur dengan utuh mah pasti ga akan ada masalah apalagi porsi MBG kan kecil.,negative,0.549116671724869
Program MBG dan Koperasi Merah Putih Bukti Perhatian Nyata Pemerintah Papua. #PapuaDalamHatiNegeri https://t.co/LWM3PPQBOx,positive,0.6842455812169627
@_incinerated MBG.. G nya apa kak?,negative,0.44144994857390235
multitasking ^___^ aku nyiapin mbg (boobg bantu mamah) https://t.co/K2YA34YLet,negative,0.5242323675279826
AH ELU BANG JAWABAN DI LUAR BKMG LU WARAS. GILIRAN JAWAB WARAS LU YG KAYA OMPRENG MBG.,negative,0.4857917039597422
@Naufaldaakbar @ARSIPAJA Aku dulu beli paket nasi buat bekal anak 10.000 lengkap nasi ayam dan sayur. Ayamnya bisa milih yg dimasak apa. Pas liat menu mbg kok.....,negative,0.6847867903324535
guys kalian yang suka collect sticker terus bingung taruh mana buat simpen pin mending ikut po di @cutopia_id pesan paket mbg abg kalian ( memaksa ) https://t.co/m5bVa9AsoI,negative,0.46970778698184
@ifti_tahida Kalau bukan sekarang kapan lagi tingkatkan mutu MBG bareng Prabowo,positive,0.7695325114376013
Twsku sudah tidak bisa terselamatkan yang pake tws boleh minta rekomendasinya. Range under 300k plss budget sudah memangkas mbg harian,negative,0.42702950586854493
Hehe... Ada anak pejabat yg kena... https://t.co/rUmrY5pVeJ,negative,0.6271725853519962
@txtdrimedia Baguslah ga usah sekolah biar tidak jadi beban negara buat ngasih mbg dan usai sekolah langsung jadi sampah masyarakat,negative,0.522708832037344
Ratusan Siswa SMPN 3 Ambarawa Suka Cita Terima MBG - #JatengGayeng https://t.co/mPaZwuR5gA https://t.co/ULxOnjmYrG,positive,0.4840640803210518
mbak mbg inspiratif keep it up ya https://t.co/MyqpNV42rx,positive,0.500502754838796
 MBG bukan program bisnis Tapi yg disuruh ngerjain swasta MBG bukan program bisnis Tapi yg ditonjolkan ke investor malah iming-iming omset MBG bukanlah program bisnis Mungkin memang program ini diadakan bukan untuk bisnis melainkan untuk bancakan duit pajak rakyat.,negative,0.4474830576936157
Mbappe cetak hattrick di final world cup karena MBG,negative,0.5268639014114755
@detikcom Langkah ini bisa bantu jaga nama baik program MBG. Kalau narasi negatif diluruskan dengan fakta masyarakat jadi lebih percaya sama manfaat program ini! #LanjutkanMBG,positive,0.6768695902259853
@rseocita Makin semangat naikkan mutu MBG karena ada Prabowo,positive,0.7778865811822907
@TerapiDMinor potong anggaran MBG,negative,0.5359911927708084
@ferizandra Waduh ini makin serius ya. Kasus kayak gini harus jadi momen evaluasi besar-besaran buat MBG. Tapi programnya sendiri jangan sampai dihentikan potensinya karena masih sangat dibutuhkan masyarakat! #LanjutkanMBG,negative,0.431642021741908
@DS_yantie Banyak hal yg lebih penting di negara ini selain mbg,negative,0.6398706786855961
@detikcom Wah ini makin serius. Kalau sampai ke ranah hukum semoga jadi jalan buat evaluasi besar-besaran. Tapi jangan sampai program MBG dihentikan potensinya masih besar banget! #LanjutkanMBG,positive,0.5139024774059936
@kompascom padahal budget 1 hari mbg cukup buat renovasi banyak sekolah yg rusak bisa ribuan sekolah. sayangnya bukan prioritas,negative,0.48455235204540575
@kompascom Ini jadi pelajaran penting soal pengelolaan makanan di MBG terutama penyimpanan dan distribusi. Tetap dukung program ini karena dengan pengelolaan lebih baik manfaatnya bisa maksimal! #LanjutkanMBG,positive,0.7176516630810161
@jawafess MBG : MBappe Gondrong,negative,0.5268639014114755
@ifti_tahida Ayo perbaiki mutu MBG supaya makin berkualitas didukung Prabowo,positive,0.6079248748523565
@LalajoPersib Dibere MBG ieu mah,negative,0.6205016902512164
@kompascom @SistersInDanger Dapat MBG? Serius nanya,negative,0.4469801712527095
@rseocita Maju serentak tingkatkan mutu MBG Prabowo leader di depan,positive,0.5412084527090347
Lewat program MBG Prabowo tunjukin kepedulian bukan cuma soal gizi tapi juga ekonomi dapur SPPG yang terus tumbuh #MBGJalanTerus https://t.co/VwEETpGWDT,positive,0.7512750504201787
Viral Ratusan Paket MBG untuk Siswa SMP Negeri 3 Medan Berbau Busuk https://t.co/vGHlLynf2L,negative,0.6346222126783937
@kompascom logikanya dmn anjir? bayangin ada org susah payah masuk TNI giliran dah dilantik malah suruh ngurusin MBG.,negative,0.5589892013305963
@kompascom 1000% MBG itu PROYEK yg mendatangkan CUAN GEDE alias Bisnis Murni,positive,0.4205789181378778
Padahal 70T itu bisa diserap dengan cara membuka lapangan usaha untuk menyediakan menu MBG. Gak harus satu dapur bikin semua menu bisa dibagi2 rejekinya ke beberapa dapur. Ada yang khusus nasi sayuran lauk-pauk susu buah-buahan dll. Jadi yg 70T itu kepake bukan ditilep.,negative,0.5655505005292291
Pemerintah Kabupaten Bangka Tengah Provinsi Kepulauan Bangka Belitung memperketat pengawasan pelaksanaan Program Makan Bergizi Gratis https://t.co/6fxmIBHunW,positive,0.48035204662790737
@jawafess Buat org2 yg meragukan mbg. Noh liat ini foto mbappe tahun 1992 ketika dia mendapat mbg. Kita tahu skrg dia jadi apa!!(,negative,0.5565508985082546
https://t.co/pNB3bugLPl Susu MBG Hanya 30 Persen Susu Segar BGN Pastikan Gizi Optimal Anak Susu kemasan dalam program MBG mengandung 30 persen susu segar diproduksi sesuai standar BPOM dan gizi tetap optimal bagi anak-anak.,positive,0.4507824014163767
Ketua Komisi III DPR RI Habiburokhman mengaku belum pernah menemukan masyarakat yang menolak program Makan Bergizi Gratis (MBG). Ia menyampaikan hal itu berdasarkan pengalamannya selama melakukan kunjungan ke daerah pemilihannya di Jakarta Timur. Dalam rapat dengar pendapat https://t.co/FrwNUadXqf,negative,0.46997604647948743
@pikiran_rakyat Uang anggaran MBG satu hari dialihkan ke perbaikan fasilitas sekolah sepertinya akan selesai itu masalah bahkan bukan hanya satu sekolah saja @DediMulyadi71 @prabowo @Gerindra,positive,0.4282311511983673
@woocnhak @deanthrbl @_ @Woonhakk ada yang tau kenapa mbg?,negative,0.49568375826871597
dket rmah kan ada bangunan baruuu gtuhh..keknya ada deh 2mingguan lalu aku liatnyaaa trss aku dpt ingpo tdi ternyata tu bngunan buat masak alias buat MbG,negative,0.4286821434946064
@JukiHoki cosplay MBG bg,neutral,0.4204438841112402
Satgas MBG NTB bantah puluhan santri di Madrasah Aliyah Ma'rif Pondok Pesantren Baitul Rahman Desa Bagek Papan Kecamatan Pringgabaya Lombok Timur yang mengalami sakit perut dan diare akibat keracunan menyantap MBG dari dapur setempat. https://t.co/LAEEX2YFgt #MBGJalanTerus,negative,0.6003500597456869
@jojuacapr1_ kalau bener dapet mbg liatnya pun aku gk sudi,negative,0.6212301295165777
@comelbingitz @DS_yantie Bener bro. BGN memang kembalikan Rp70 triliun anggaran MBG yang tak terserap ke kas negara seperti disampaikan Kepala BGN Dadan Hindayana. Ini karena program tahun ini alokasinya Rp71T plus standby Rp100T tapi banyak yang belum bisa direalisasi. Bukan kocak tapi realita,negative,0.4240632801574014
@DS_yantie Kocak bro ....@grok 70 T bener dana mbg dikembalikan,negative,0.5150464122502496
@rseocita Tingkatkan kualitas MBG biar sejalan sama prinsip Prabowo,positive,0.6261652277295344
Dapur-dapur SPPG jadi sibuk tiap hari semua berkat konsistensi Prabowo menjaga MBG tetap berjalan maksimal #MBGJalanTerus https://t.co/NVyCcewV33,positive,0.628048959087922
Kehadiran pekerja dapur SPPG dalam MBG ngebantu roda ekonomi lokal biar terus berputar #MBGJalanTerus https://t.co/XmDUXNjSZb,positive,0.5496176567999578
@kompascom Ini tuh yang harusnya dibantu APBN atau MBG dialihin ke sini kem gemes deh sama pemerintah.,negative,0.45213737552652516
Budi menjelaskan bahwa proses kajian dilakukan secara menyeluruh mulai dari observasi langsung di lapangan hingga analisis terhadap berbagai temuan fakta. https://t.co/T2uY9tEvPO,negative,0.4427621284375349
@Anak__Ogi Kenapa ga marah saat ada korupsi kuota haji kenapa ga marah saat ketum pbnu bertemu dengan zionis israel kenapa ga marah saat baki mbg terkena lemak babi,negative,0.5952558823957905
@sacriafice Antre MBG ya dik,neutral,0.4710770528345197
@Delta_tofu @grahesa0610 @StopPlandemit @TedInvestigasi @dokter_kampung @SumandoGaek @mulkanjabariyan @mamakchayank @BukanAntarkota @ranglasi @seekracle @MiraninonLita @NajwaShihab @prabowo @ch4o5Myth @Faraz_kepri @pongrekundharma @FirmanSentosa22 @honeeyyda @hanan052020 @LtdAkbar @daddyyuki @BabehAldoAje135 @BillGates @wannafigh @truthspace_ @BudiGSadikin Aslinya prabowo itu sudah panik kasian. Sudah tua tapi masih jadi puppet. Akhirnya ' Sir sir sir.. The Region is not Safe ' Sebagai Presiden diapun gk berjiwa ksatria saat progamnya bermasalah sampe saat ini tidak ada permintaan maaf dari mulutnya sendiri atas keracunan MBG‍️ https://t.co/gzUBX4n6HW,positive,0.5035396539246909
Program Makan Bergizi Gratis (MBG) kini bukan hanya soal memberi makan anak-anak sekolah. Di balik segelas susu yang disajikan setiap hari program ini perlahan menggerakkan roda ekonomi nasional membuka harapan baru bagi ribuan peternak sapi perah lokal di seluruh Indonesia. https://t.co/UHT9ab3I78,positive,0.43906811903618237
@islah_bahrawi Maksudnya Cak Is: 2 hal ini biadab jadi: Mari teriakkan: adili kyai Khozini yg diduga lalai dan nyebabkan meninggalnya puluhan santri Mari juga teriakkan: adili pelaksana mbg yg bikin banyak siawa keracunan ,negative,0.4416640959331817
Program MBG dan Koperasi Merah Putih bukti perhatian nyata pemerintah di Papua #PapuaDalamHatiNegeri https://t.co/p6x7ZiKlww,positive,0.6842455812169627
Banyak yang bertanya mengapa susu dalam Program Makan Bergizi Gratis (MBG) belum sepenuhnya menggunakan bahan baku lokal? Jawabannya ternyata bukan sekadar soal pasokan tapi hasil dari pertimbangan ilmiah dan strategi nasional jangka panjang. Program yang menjadi salah satu https://t.co/VqAVHyQbOg,positive,0.4397536795994812
@tvOneNews Dikasih MBG bukannya tambah pinter malah tambah guoblok,negative,0.6030611846060673
halah cuma catatan woi @PDI_Perjuangan pliss suruh itu STOP MBG ! anak orang itu yang keracunan &amp; duit trilyunan larinya ke SPPG ! tulung ! @riekediahp @puanmaharani_ri juga BAMBANG PACUL https://t.co/79IcqH84IK,negative,0.6278247407285776
@FuzaFirdaus Gak bisa di smakanlah antra 1997 sma 2024. 1997 itu rakyat hnya mmilih DPR dan DPRD kmdian DPR mmbntuk MPR lalu MPR lgi yg mmilih presiden dan wakil presiden. Kmenangan mutlak soeharto bkan krn di pilih rkyat lngsung. Smntra pemilu 2024 rakyat mmilih lngsng krna tergoda janji MBG,negative,0.6295073415202204
@rseocita Small steps every day buat MBG lebih baik inspirasi dari Prabowo,positive,0.6871885627146336
@Fitriayo8 Suruh mereka makan mbg!!! ,neutral,0.4431329496651976
https://t.co/3k2dYichwC Menu MBG Rp10.000 Tepat Jika Dikelola Dengan Benar Program Makan Bergizi Gratis (MBG) jadi sorotan soal variasi menu anggaran Rp10.000 per porsi menurut BGN cukup untuk ayam dan telur.,neutral,0.431016603975348
@natsueisa iya jir abis dapet mbg ap gmn kak,negative,0.45167643006502867
overdosis mbg jir https://t.co/x90pULLjFv,negative,0.5806216813636789
Ngahakan MBG si koplok mah,negative,0.6310757527384393
@rseocita Fokus pada kualitas MBG pasti melesat bareng Prabowo,positive,0.7274731357098883
Usul pak gubernur @banten_pemprov menu MBG anak SMA agar ditambah sebatang rokok! https://t.co/t06Z1Dm8dd,negative,0.657662451266822
Gara2 liat Bandung darurat sampah penasaran itu food waste MBG kaya gimana ya,neutral,0.45763944226958714
@sarahboulqiah Masih dia uploa tweet makan mbg anak kuliah kerja mana yang upload makan mbg?? :'D,neutral,0.4471801679875144
@ifti_tahida Ga usah banyak mikir tingkatin mutu MBG bareng Prabowo,positive,0.5418368751928364
Walkot Magelang Sebut Perlu Kajian Pindahkan Depo Sampah Dekat Dapur MBG https://t.co/P1noRelkih,positive,0.4863992944177519
@eri_reverie @vctrkmng Maaf bukan mau komplain saya dpt MBG waktu sayurnya capcai kalau g salah itu cuma dpt wortel 3 iris sama brokoli 1 tapi ya Alhamdulillah karna masih dikasih MBG jadi bisa hemat,neutral,0.45381424362511963
Wakil Kepala Badan Gizi Nasional (BGN) Nanik S Deyang menegaskan bahwa anggaran program Makan Bergizi Gratis (MBG) sebesar Rp 10.000 per porsi sudah cukup untuk memasukkan telur dan ayam ke dalam menu. Ia mengungkapkan Presiden Prabowo Subianto sendiri telah menghitung langsung https://t.co/NUZlvyj8vw,neutral,0.44019415823619085
@WagimanDeep212_ Penjabat TOLOL. .wooy gubernur menu MBG tambahin rokok 1 Bungkus biar tambah tolol itu murid-murid tolol,negative,0.6725663730310373
@kompascom Ibu Nanik ini terlihat sdh sepuh sdhlah tekuni ibadahnya &amp; kurangi dosanya. Masak tdk malu sama cucunya yg sdh tahu anak seumurannya pd keracunan MBG. Bgmana kalau cucunya tanya nenek kok bohong bilang program MBG ini bukan bisnis . Klau bkn bisnis pasti kasihkan ke sekolahan,negative,0.4776799173389317
[BREAKING] Siswa SMPN 1 Laguboti Diduga Keracunan MBG Dilarikan Ke RS https://t.co/sKt9IuIvtQ,negative,0.5677710325691437
@__AnakKolong @KemensetnegRI @Kemdikdasmen @kemendagri Bagaimana kalau SPPG tambahkan menu rokok dalam MBG supaya siswa bisa merokok setelah makan. Mantap kan,negative,0.4428389249723326
ompreng mbg,neutral,0.4204438841112402
